Rank,Company_Name,Year,Industry,Env_Sector,Financial_Sector,Country,Legal_Origin,GDP_Per_Capita,LN_GDP_Per_Capita,GDP,LN_GDP,Environmental_Performance_Index,Social_Progress_Index,Governance_Index,Sustainable_Competitiveness_Index,Institutions,Security,Security_1_Organized_Crime,Security_2_Homicide_Rate,Secuirt_3_Terrorism_Incidence,Security_4_Reliability_Policy_Services,Social_Capital,Checks_Balances,Check_Balance_1_Budget_Transparency,Check_Balance_2_Judicial_Independence,Check_Balance_3_Efficiency_Legal_Framework,Check_Balance_4_Freedom_Press,Public_Sector_Performance,Public_Sector_Performance_1_Burden_Government_Regulation,Public_Sector_Performance_2_Efficiency_Legal_Framework,Public_Sector_Performance_3_EParticipation,Transparency_Corruption,Property_Rights,Property_Rights_1_Property_Rigths,Property_Rights_2_Intellectual_Property_Protection,Property_Rights_3_Quality_Land_Administration,Corporate_Governance,CG_1_Strength_Auditing_Accounting_Standards,CG_2_Conflict_Interest_Regulation,CG_3_Shareholder_Governance,Future_Orientation_Government,FOG_1_Government_Ensuring_Policy_Stability,FOG_2_Government_Responsiveness_Change,FOG_3_Adaptability_Digital_Business_Models,FOG_4_Government_Long_Term_Vision,FOG_5_Energy_Efficiency_Regulation,FOG_6_Renewable_Energy_Regulation,FOG_7_Environment_Treaties,Number_of_Employees,LN_N_Employees,Revenues,Profits,Assets,LN_Assets,ROA,SR_1,GRI,IR,Environment_SP,Social_SP,Governance_SP,ESG
434,China South Industries Group,2020,Aerospace & Defense,High Risk,Non-Financial,China, ,10434.8,9.25290165306026,14631844.42,16.4987108361368,37.3,65.44,47.56,51.4,56.8,79.2,60.7,99.7,96.4,59.8,43.3,36,13,58.2,51.5,21.1,66.2,56.3,51.9,90.5,39,65.6,59.6,58.3,79,59.7,59.1,53,67,65.3,58.2,49.8,59.5,57.9,73.5,66.4,82.8,176326,12.0800898334058,29063,987.7,48802,10.795526574608,.0202389246342363,1,1,0, , , , 
435,Haier Smart Home,2020,Household Products,High Risk,Non-Financial,China, ,10434.8,9.25290165306026,14631844.42,16.4987108361368,37.3,65.44,47.56,51.4,56.8,79.2,60.7,99.7,96.4,59.8,43.3,36,13,58.2,51.5,21.1,66.2,56.3,51.9,90.5,39,65.6,59.6,58.3,79,59.7,59.1,53,67,65.3,58.2,49.8,59.5,57.9,73.5,66.4,82.8,99757,11.5104925077285,29060,1187.9,26911,10.2002904039372,.0441418007506224,1,1,0,25,16,8,14
436,Gree Electric Appliances,2020,Materials,High Risk,Non-Financial,China, ,10434.8,9.25290165306026,14631844.42,16.4987108361368,37.3,65.44,47.56,51.4,56.8,79.2,60.7,99.7,96.4,59.8,43.3,36,13,58.2,51.5,21.1,66.2,56.3,51.9,90.5,39,65.6,59.6,58.3,79,59.7,59.1,53,67,65.3,58.2,49.8,59.5,57.9,73.5,66.4,82.8,88846,11.3946598128733,29024,3574.8,40624,10.6121143039445,.0879972430090587,1,0,0, , , , 
437,CJ Corp.,2020,Industrials,High Risk,Non-Financial,South Korea,Code Law (Stakeholder-Oriented),31631.5,10.3619087385075,1623895.08,14.3003381917054,66.5,88.42,76.08,53.9,65.8,85.2,69,99.7,100,72.4,49.2,56.1,60,48.8,40.7,75.1,63.6,37.6,53.2,100,57,72.8,66.9,59.9,91.7,72.5,71.6,73,73,69.5,47.1,54.6,55.2,56.9,87.2,83.1,86.2,59915,11.0006821701166,28986,229.2,34923,10.4609009169164,.00656301005068293,1,1,0,8,32,10,16
438,PKN ORLEN Group,2020,Energy,High Risk,Non-Financial,Poland,Code Law (Stakeholder-Oriented),15721,9.66275267719151,555630.45,13.2278586939761,60.9,83.08,66.36,51.2,56.4,79.7,68.6,99,99.9,51.5,49.4,45.8,59,27.7,25.3,71.1,51.5,31.4,33.8,89.3,60,55.6,51.4,52,63.3,61.4,61.1,60,63,48,31.6,38.6,41.5,36,49.7,44.9,82.8,22337,10.0139997753336,28977,1120.5,18804,9.84182489214402,.0595883854499043,1,1,0,42,52,34,43
439,Johnson Controls International,2020,Motor Vehicles & Parts,High Risk,Non-Financial,Ireland,Common-Law (Shareholder-Oriented),85267.8,11.3535521710045,392377.01,12.8799784167817,72.8,89.47,89.39,57.6,73,87.2,73.2,98.6,98.9,78.1,64.9,71.5,73.5,77.5,50,85,65,49,52.7,93.3,73,75.4,78.9,77.3,70,73.8,71.3,87,63,73.1,71.5,56.1,52.4,62.8,85.3,81.4,89.7,104000,11.5521461781235,28969,5674,42287,10.6522349891941,.134178352685222,1,1,0,88,61,73,74
440,Centrica,2020,Energy,High Risk,Non-Financial,United Kingdom,Common-Law (Shareholder-Oriented),41059.2,10.6227702067007,2891615.58,14.8773259281142,81.3,88.25,83.53,54.6,74.4,79.4,61.7,97.6,88.3,69.8,64.4,70.1,74,69.5,59.1,77.8,74,55.6,68.1,98.3,80,78.5,74.9,75.5,85,74.5,73.4,83,67,74.5,60.1,58.4,64.8,51.4,84.2,90.6,96.6,29147,10.2801072705305,28934,-1305.4,24045,10.0876823537118,-.054289873154502,0,0,0,44,27,39,38
441,Arrow Electronics,2020,Wholesalers,Low Risk,Non-Financial,USA,Common-Law (Shareholder-Oriented),63593.4,11.0602649703585,19294483,16.7753297580885,69.3,86.29,74.6,52,71.2,76.7,61.9,83.7,83.3,78.1,65.1,72,77,70.4,66.2,74.3,75.8,57.7,71.2,98.3,71,71,76,78.3,58.7,69.6,79.8,83,46,68.2,71.9,68.9,78,66.2,82,58.4,55.2,19300,9.86786037489298,28917,-204.1,16401,9.70509758756311,-.0124443631485885,1,1,0,1,3,23,11
442,Shenzhen Investment Holdings,2020,Real Estate,Low Risk,Non-Financial,China, ,10434.8,9.25290165306026,14631844.42,16.4987108361368,37.3,65.44,47.56,51.4,56.8,79.2,60.7,99.7,96.4,59.8,43.3,36,13,58.2,51.5,21.1,66.2,56.3,51.9,90.5,39,65.6,59.6,58.3,79,59.7,59.1,53,67,65.3,58.2,49.8,59.5,57.9,73.5,66.4,82.8,67518,11.1201495079781,28855,1593.7,100422,11.5171365857417,.0158700284798152,0,0,0, , , , 
443,Xinjiang Guanghui Industry Investment,2020,Motor Vehicles & Parts,High Risk,Non-Financial,China, ,10434.8,9.25290165306026,14631844.42,16.4987108361368,37.3,65.44,47.56,51.4,56.8,79.2,60.7,99.7,96.4,59.8,43.3,36,13,58.2,51.5,21.1,66.2,56.3,51.9,90.5,39,65.6,59.6,58.3,79,59.7,59.1,53,67,65.3,58.2,49.8,59.5,57.9,73.5,66.4,82.8,77400,11.2567420595778,28711,89.8,39224,10.5770440833311,.00228941464409545,1,1,0,25,32,15,23
444,Linde,2020,Chemicals,High Risk,Non-Financial,United Kingdom,Common-Law (Shareholder-Oriented),41059.2,10.6227702067007,2891615.58,14.8773259281142,81.3,88.25,83.53,54.6,74.4,79.4,61.7,97.6,88.3,69.8,64.4,70.1,74,69.5,59.1,77.8,74,55.6,68.1,98.3,80,78.5,74.9,75.5,85,74.5,73.4,83,67,74.5,60.1,58.4,64.8,51.4,84.2,90.6,96.6,79886,11.2883558973779,28677,2285,86612,11.3691936530802,.0263820255853692,1,1,1,91,77,78,82
445,Sumitomo Electric Industries,2020,Industrials,High Risk,Non-Financial,Japan,Code Law (Stakeholder-Oriented),40193.3,10.60145559405,4380756.53,15.2927319911819,75.1,90.44,87.43,55.3,71.7,92.3,82.1,100,99.6,87.2,46.9,68.7,60,86.5,57.6,70.6,72.5,50.1,69,98.3,73,84.2,86.9,83,82.7,66.7,80.2,70,50,69.2,69.6,54.9,54,60.8,68.5,77.4,89.7,283910,12.556412565511,28578,668.9,28542,10.2591319656603,.0234356387078691,1,1,0,71,51,45,56
446,International Airlines Group,2020,Transportation,High Risk,Non-Financial,United Kingdom,Common-Law (Shareholder-Oriented),41059.2,10.6227702067007,2891615.58,14.8773259281142,81.3,88.25,83.53,54.6,74.4,79.4,61.7,97.6,88.3,69.8,64.4,70.1,74,69.5,59.1,77.8,74,55.6,68.1,98.3,80,78.5,74.9,75.5,85,74.5,73.4,83,67,74.5,60.1,58.4,64.8,51.4,84.2,90.6,96.6,66034,11.0979250398787,28548,1919.5,40026,10.5972845219376,.0479563283865487,1,1,0, , , , 
447,GS Caltex,2020,Energy,High Risk,Non-Financial,South Korea,Code Law (Stakeholder-Oriented),31631.5,10.3619087385075,1623895.08,14.3003381917054,66.5,88.42,76.08,53.9,65.8,85.2,69,99.7,100,72.4,49.2,56.1,60,48.8,40.7,75.1,63.6,37.6,53.2,100,57,72.8,66.9,59.9,91.7,72.5,71.6,73,73,69.5,47.1,54.6,55.2,56.9,87.2,83.1,86.2,3283,8.09651291750159,28541,388.4,17667,9.77945377161268,.021984490858663,0,0,0, , , , 
448,Migros Group,2020,Food & Drug Stores,High Risk,Non-Financial,Switzerland,Code Law (Stakeholder-Oriented),87097,11.3747777190786,740026.24,13.5144409240111,81.5,91.78,82.71,60.4,77.5,93.8,84.8,100,100,90.5,62.4,78.8,67.9,87,71,89.5,76,63.2,80.5,84.3,85,85.7,90.4,88.3,78.3,61.6,84.9,33,67,76.8,89.7,67.1,60.5,70.1,68.8,86.7,89.7,90863,11.4171081565979,28540,348.3,66220,11.1007378111012,.00525974025974026,1,1,0,48,38,24,36
449,Huaxia Life Insurance,2020,Financials,Low Risk,Financial,China, ,10434.8,9.25290165306026,14631844.42,16.4987108361368,37.3,65.44,47.56,51.4,56.8,79.2,60.7,99.7,96.4,59.8,43.3,36,13,58.2,51.5,21.1,66.2,56.3,51.9,90.5,39,65.6,59.6,58.3,79,59.7,59.1,53,67,65.3,58.2,49.8,59.5,57.9,73.5,66.4,82.8,500000,13.1223633774043,28494,122,84176,11.3406651239706,.00144934423113477,1,1,0, , , , 
450,NEC,2020,Technology,Low Risk,Non-Financial,Japan,Code Law (Stakeholder-Oriented),40193.3,10.60145559405,4380756.53,15.2927319911819,75.1,90.44,87.43,55.3,71.7,92.3,82.1,100,99.6,87.2,46.9,68.7,60,86.5,57.6,70.6,72.5,50.1,69,98.3,73,84.2,86.9,83,82.7,66.7,80.2,70,50,69.2,69.6,54.9,54,60.8,68.5,77.4,89.7,112638,11.6319344155524,28469,919.5,28900,10.2715968741005,.0318166089965398,1,1,0,91,82,69,77
451,Safran,2020,Aerospace & Defense,High Risk,Non-Financial,France,Code Law (Stakeholder-Oriented),39030.4,10.5720961086489,2410285.65,14.695255825414,80,88.23,73.52,56.8,70,81.1,63.5,97.3,92.5,71,56.1,68.2,79,64.7,56.1,77.8,66.7,42.8,60.8,96.6,72,76,70.3,77.6,80,69.3,73.9,57,77,71,62.1,56,50.8,58.8,72.4,86.3,96.6,95443,11.4662844896391,28424,2738.8,48048,10.7799557902231,.057001332001332,1,1,1,45,37,26,35
452,Wistron,2020,Technology,Low Risk,Non-Financial,Taiwan,Code Law (Stakeholder-Oriented), , , , ,57.2,0,83.17, ,68.6,85.8,69.2,96,99.9,78.3,57.4,62.6,70.8,59.4,45.2,75,62.6,49,46.8,92,63,81,76.3,71.7,95,77.2,81.6,70,80,59.4,51.5,47.8,48.9,44.2,72.3,69, ,70286,11.1603279114515,28416,220,11482,9.34853587072758,.0191604250130639,1,1,0,91,80,75,81
453,Danone,2020,"Food, Beverages & Tobacco",High Risk,Non-Financial,France,Code Law (Stakeholder-Oriented),39030.4,10.5720961086489,2410285.65,14.695255825414,80,88.23,73.52,56.8,70,81.1,63.5,97.3,92.5,71,56.1,68.2,79,64.7,56.1,77.8,66.7,42.8,60.8,96.6,72,76,70.3,77.6,80,69.3,73.9,57,77,71,62.1,56,50.8,58.8,72.4,86.3,96.6,102449,11.5371203927605,28303,2159,50914,10.8378932138355,.0424048395333307,1,1,0,65,49,56,57
454,Chubu Electric Power,2020,Energy,High Risk,Non-Financial,Japan,Code Law (Stakeholder-Oriented),40193.3,10.60145559405,4380756.53,15.2927319911819,75.1,90.44,87.43,55.3,71.7,92.3,82.1,100,99.6,87.2,46.9,68.7,60,86.5,57.6,70.6,72.5,50.1,69,98.3,73,84.2,86.9,83,82.7,66.7,80.2,70,50,69.2,69.6,54.9,54,60.8,68.5,77.4,89.7,28448,10.2558331383136,28200,1503.6,50901,10.837637848711,.0295396947014793,1,1,0,19,8,14,14
455,Shenghong Holding Group,2020,Chemicals,High Risk,Non-Financial,China, ,10434.8,9.25290165306026,14631844.42,16.4987108361368,37.3,65.44,47.56,51.4,56.8,79.2,60.7,99.7,96.4,59.8,43.3,36,13,58.2,51.5,21.1,66.2,56.3,51.9,90.5,39,65.6,59.6,58.3,79,59.7,59.1,53,67,65.3,58.2,49.8,59.5,57.9,73.5,66.4,82.8,30631,10.3297678470249,27870,486.5,13562,9.51502704324379,.035872290222681,0,0,0, , , , 
456,TongLing Nonferrous Metals Group,2020,Materials,High Risk,Non-Financial,China, ,10434.8,9.25290165306026,14631844.42,16.4987108361368,37.3,65.44,47.56,51.4,56.8,79.2,60.7,99.7,96.4,59.8,43.3,36,13,58.2,51.5,21.1,66.2,56.3,51.9,90.5,39,65.6,59.6,58.3,79,59.7,59.1,53,67,65.3,58.2,49.8,59.5,57.9,73.5,66.4,82.8,22860,10.0371439373488,27819,-64.5,12549,9.43739626011031,-.00513985178101841,1,1,0,0,7,9,6
457,ViacomCBS,2020,Media,Low Risk,Non-Financial,USA,Common-Law (Shareholder-Oriented),63593.4,11.0602649703585,19294483,16.7753297580885,69.3,86.29,74.6,52,71.2,76.7,61.9,83.7,83.3,78.1,65.1,72,77,70.4,66.2,74.3,75.8,57.7,71.2,98.3,71,71,76,78.3,58.7,69.6,79.8,83,46,68.2,71.9,68.9,78,66.2,82,58.4,55.2,26280,10.1765634725985,27812,3308,49519,10.8101117132935,.0668026414103677,1,1,0,34,20,21,23
458,Financière de l'Odet,2020,Media,Low Risk,Non-Financial,France,Code Law (Stakeholder-Oriented),39030.4,10.5720961086489,2410285.65,14.695255825414,80,88.23,73.52,56.8,70,81.1,63.5,97.3,92.5,71,56.1,68.2,79,64.7,56.1,77.8,66.7,42.8,60.8,96.6,72,76,70.3,77.6,80,69.3,73.9,57,77,71,62.1,56,50.8,58.8,72.4,86.3,96.6,83801,11.3362002195732,27806,136.4,63203,11.0541070473628,.00215812540543962,1,1,0, , , , 
459,Shandong Iron & Steel Group,2020,Materials,High Risk,Non-Financial,China, ,10434.8,9.25290165306026,14631844.42,16.4987108361368,37.3,65.44,47.56,51.4,56.8,79.2,60.7,99.7,96.4,59.8,43.3,36,13,58.2,51.5,21.1,66.2,56.3,51.9,90.5,39,65.6,59.6,58.3,79,59.7,59.1,53,67,65.3,58.2,49.8,59.5,57.9,73.5,66.4,82.8,51300,10.8454460311589,27755,21.7,51265,10.8447635371042,.000423290744172437,1,1,0, , , , 
460,Dollar General,2020,Retailing,Low Risk,Non-Financial,USA,Common-Law (Shareholder-Oriented),63593.4,11.0602649703585,19294483,16.7753297580885,69.3,86.29,74.6,52,71.2,76.7,61.9,83.7,83.3,78.1,65.1,72,77,70.4,66.2,74.3,75.8,57.7,71.2,98.3,71,71,76,78.3,58.7,69.6,79.8,83,46,68.2,71.9,68.9,78,66.2,82,58.4,55.2,143000,11.870599909242,27754,1712.6,22825,10.0356117054632,.0750317634173056,1,1,0,5,17,23,17
461,Achmea,2020,Financials,Low Risk,Financial,Netherlands,Code Law (Stakeholder-Oriented),52397.1,10.8666065252662,808007.36,13.6023264463726,75.3,90.57,96.75,53.9,78.6,90.1,78.3,99,99.8,83.2,64.1,81.1,77.4,87.3,68.1,91.4,77.1,56.6,75.7,98.9,82,88.3,84.8,85,95,67.9,86.6,47,70,78.1,78.3,62.5,65.5,64.2,83.5,82.3,100,13801,9.53249633228804,27593,537.2,100441,11.5173257694147,.00534841349648052,1,1,0, , , , 
462,Rajesh Exports,2020,Wholesalers,Low Risk,Non-Financial,India,Common-Law (Shareholder-Oriented),1927.7,7.56408286140355,2500132.19,14.7318541644405,27.6,58.81,45.85,40.9,56.8,56.8,55,90.8,26.3,53.4,46.8,51.9,48,54.8,50.3,54.3,66.4,51.8,51.8,95.5,41,47.8,56.9,57.4,29,74.2,62.5,73,87,69.7,58.6,55.9,58.9,60,66.4,87.3,89.7,409,6.0137151560428,27590,170.1,4064,8.30992298925832,.0418553149606299,1,1,0, , , , 
463,Datong Coal Mine Group,2020,Energy,High Risk,Non-Financial,China, ,10434.8,9.25290165306026,14631844.42,16.4987108361368,37.3,65.44,47.56,51.4,56.8,79.2,60.7,99.7,96.4,59.8,43.3,36,13,58.2,51.5,21.1,66.2,56.3,51.9,90.5,39,65.6,59.6,58.3,79,59.7,59.1,53,67,65.3,58.2,49.8,59.5,57.9,73.5,66.4,82.8,152733,11.936446577878,27557,-158.6,53030,10.8786130701312,-.0029907599471997,1,1,0, , , , 
464,Mapfre Group,2020,Financials,Low Risk,Financial,Spain,Code Law (Stakeholder-Oriented),27063.2,10.2059301504611,1180730.24,13.9816436524924,74.3,87.53,75.52,52.7,65.1,91.9,81.2,99.3,98.3,88.6,56.8,56,54,52.8,39.3,78,59.6,31.4,49,98.3,58,67,63.1,63,75,71.8,75.3,63,77,59.5,53.1,38.7,44.3,29.2,70.6,66.1,96.6,34324,10.443600096927,27520,681.9,81385,11.3069462598256,.00837869386250538,1,0,0,84,81,74,78
465,China Datang,2020,Energy,High Risk,Non-Financial,China, ,10434.8,9.25290165306026,14631844.42,16.4987108361368,37.3,65.44,47.56,51.4,56.8,79.2,60.7,99.7,96.4,59.8,43.3,36,13,58.2,51.5,21.1,66.2,56.3,51.9,90.5,39,65.6,59.6,58.3,79,59.7,59.1,53,67,65.3,58.2,49.8,59.5,57.9,73.5,66.4,82.8,95748,11.4694750190963,27464,426.7,108896,11.5981485773006,.00391841757272994,1,1,0,7,14,9,10
466,U.S. Bancorp,2020,Financials,Low Risk,Financial,USA,Common-Law (Shareholder-Oriented),63593.4,11.0602649703585,19294483,16.7753297580885,69.3,86.29,74.6,52,71.2,76.7,61.9,83.7,83.3,78.1,65.1,72,77,70.4,66.2,74.3,75.8,57.7,71.2,98.3,71,71,76,78.3,58.7,69.6,79.8,83,46,68.2,71.9,68.9,78,66.2,82,58.4,55.2,69651,11.1512523366067,27325,6914,495426,13.1131732775024,.0139556664365617,1,1,0,50,32,39,38
467,Samsung Life Insurance,2020,Financials,Low Risk,Financial,South Korea,Code Law (Stakeholder-Oriented),31631.5,10.3619087385075,1623895.08,14.3003381917054,66.5,88.42,76.08,53.9,65.8,85.2,69,99.7,100,72.4,49.2,56.1,60,48.8,40.7,75.1,63.6,37.6,53.2,100,57,72.8,66.9,59.9,91.7,72.5,71.6,73,73,69.5,47.1,54.6,55.2,56.9,87.2,83.1,86.2,5346,8.58410389669886,27291,838.7,270485,12.507971922866,.00310072647281735,1,1,0,49,51,33,41
468,Hailiang Group,2020,Wholesalers,Low Risk,Non-Financial,China, ,10434.8,9.25290165306026,14631844.42,16.4987108361368,37.3,65.44,47.56,51.4,56.8,79.2,60.7,99.7,96.4,59.8,43.3,36,13,58.2,51.5,21.1,66.2,56.3,51.9,90.5,39,65.6,59.6,58.3,79,59.7,59.1,53,67,65.3,58.2,49.8,59.5,57.9,73.5,66.4,82.8,20196,9.91323984397881,27209,174.9,8206,9.01262087300213,.021313672922252,1,1,0, , , , 
469,UniCredit Group,2020,Financials,Low Risk,Financial,Italy,Code Law (Stakeholder-Oriented),31714.2,10.3645198090927,1744731.95,14.3721114915042,71,86.56,66.58,51.7,58.6,77,45.1,99.3,99.3,64.1,55.1,55.6,73,50.4,24.1,75,45.3,17.6,22.8,95.5,52,68.3,56.3,60.2,88.3,58.1,57.2,57,60,57.1,31,28,36.1,20.6,89.2,84.1,82.8,84245,11.3414844992725,27169,3775.3,960378,13.7750822359448,.00393105631324333,1,1,1,75,68,59,64
470,East Japan Railway,2020,Transportation,High Risk,Non-Financial,Japan,Code Law (Stakeholder-Oriented),40193.3,10.60145559405,4380756.53,15.2927319911819,75.1,90.44,87.43,55.3,71.7,92.3,82.1,100,99.6,87.2,46.9,68.7,60,86.5,57.6,70.6,72.5,50.1,69,98.3,73,84.2,86.9,83,82.7,66.7,80.2,70,50,69.2,69.6,54.9,54,60.8,68.5,77.4,89.7,85114,11.3517468133692,27102,1825.1,78996,11.2771524972559,.0231037014532381,1,1,0,62,16,14,28
471,Koç Holding,2020,Energy,High Risk,Non-Financial,Turkey,Code Law (Stakeholder-Oriented),8536.4,9.05209465223982,1015326.66,13.8307209511934,42.6,67.99,32.29,45.8,53.9,61,58.4,87.1,42.5,55.8,46.9,41.7,58,33.2,28.3,47.2,57.1,44.1,41.4,86,41,59.6,54.2,47.9,76.7,66.7,56.1,67,77,57.2,46.1,52.8,49.6,48.4,62.5,74.7,58.6,92990,11.4402472394722,27053,773.8,25453,10.1445888932241,.0304011314972695,1,1,0,34,49,43,42
472,Michelin,2020,Motor Vehicles & Parts,High Risk,Non-Financial,France,Code Law (Stakeholder-Oriented),39030.4,10.5720961086489,2410285.65,14.695255825414,80,88.23,73.52,56.8,70,81.1,63.5,97.3,92.5,71,56.1,68.2,79,64.7,56.1,77.8,66.7,42.8,60.8,96.6,72,76,70.3,77.6,80,69.3,73.9,57,77,71,62.1,56,50.8,58.8,72.4,86.3,96.6,121339,11.7063435601569,27013,1959.8,35554,10.4788079464826,.0551217865781628,1,1,0,65,46,40,51
473,Shanghai Pharmaceuticals Holding,2020,Pharmaceuticals,High Risk,Non-Financial,China, ,10434.8,9.25290165306026,14631844.42,16.4987108361368,37.3,65.44,47.56,51.4,56.8,79.2,60.7,99.7,96.4,59.8,43.3,36,13,58.2,51.5,21.1,66.2,56.3,51.9,90.5,39,65.6,59.6,58.3,79,59.7,59.1,53,67,65.3,58.2,49.8,59.5,57.9,73.5,66.4,82.8,47778,10.7743205614855,27005,590.7,19672,9.88695158389603,.0300274501830012,0,0,0,51,20,29,28
474,Heineken Holding,2020,"Food, Beverages & Tobacco",High Risk,Non-Financial,Netherlands,Code Law (Stakeholder-Oriented),52397.1,10.8666065252662,808007.36,13.6023264463726,75.3,90.57,91.25,53.9,78.6,90.1,78.3,99,99.8,83.2,64.1,81.1,77.4,87.3,68.1,91.4,77.1,56.6,75.7,98.9,82,88.3,84.8,85,95,67.9,86.6,47,70,78.1,78.3,62.5,65.5,64.2,83.5,82.3,100,85853,11.360391810386,26828,1216.6,52196,10.8627611425821,.0233082994865507,0,0,0,73,73,73,73
475,X5 Retail Group,2020,Retailing,Low Risk,Non-Financial,Netherlands,Code Law (Stakeholder-Oriented),52397.1,10.8666065252662,808007.36,13.6023264463726,75.3,90.57,91.25,53.9,78.6,90.1,78.3,99,99.8,83.2,64.1,81.1,77.4,87.3,68.1,91.4,77.1,56.6,75.7,98.9,82,88.3,84.8,85,95,67.9,86.6,47,70,78.1,78.3,62.5,65.5,64.2,83.5,82.3,100,307444,12.6360482358228,26808,301.5,17301,9.75851958228352,.0174267383388243,1,0,0,40,58,51,49
476,LafargeHolcim,2020,Materials,High Risk,Non-Financial,Switzerland,Code Law (Stakeholder-Oriented),87097,11.3747777190786,740026.24,13.5144409240111,81.5,91.78,82.71,60.4,77.5,93.8,84.8,100,100,90.5,62.4,78.8,67.9,87,71,89.5,76,63.2,80.5,84.3,85,85.7,90.4,88.3,78.3,61.6,84.9,33,67,76.8,89.7,67.1,60.5,70.1,68.8,86.7,89.7,72452,11.1906795526128,26589,2234.8,56450,10.9411105695778,.0395890168290523,1,1,0,87,74,79,80
477,China General Technology,2020,Engineering & Construction,High Risk,Non-Financial,China, ,10434.8,9.25290165306026,14631844.42,16.4987108361368,37.3,65.44,47.56,51.4,56.8,79.2,60.7,99.7,96.4,59.8,43.3,36,13,58.2,51.5,21.1,66.2,56.3,51.9,90.5,39,65.6,59.6,58.3,79,59.7,59.1,53,67,65.3,58.2,49.8,59.5,57.9,73.5,66.4,82.8,43197,10.6735263273764,26559,489.5,28310,10.2509703781059,.0172907099964677,1,1,0, , , , 
478,Starbucks,2020,"Hotels, Resturants & Leisure",Low Risk,Non-Financial,USA,Common-Law (Shareholder-Oriented),63593.4,11.0602649703585,19294483,16.7753297580885,69.3,86.29,74.6,52,71.2,76.7,61.9,83.7,83.3,78.1,65.1,72,77,70.4,66.2,74.3,75.8,57.7,71.2,98.3,71,71,76,78.3,58.7,69.6,79.8,83,46,68.2,71.9,68.9,78,66.2,82,58.4,55.2,346000,12.7541940540399,26509,3599.2,19220,9.86370668252428,.187263267429761,1,1,1,58,34,57,49
479,Randstad,2020,Business Services,Low Risk,Non-Financial,Netherlands,Code Law (Stakeholder-Oriented),52397.1,10.8666065252662,808007.36,13.6023264463726,75.3,90.57,91.25,53.9,78.6,90.1,78.3,99,99.8,83.2,64.1,81.1,77.4,87.3,68.1,91.4,77.1,56.6,75.7,98.9,82,88.3,84.8,85,95,67.9,86.6,47,70,78.1,78.3,62.5,65.5,64.2,83.5,82.3,100,38280,10.5526828455669,26500,678.3,11401,9.34145634983372,.0594947811595474,0,0,0,62,68,81,73
480,Adidas,2020,"Textiles, Apparel & Luxury Goods",Low Risk,Non-Financial,Germany,Code Law (Stakeholder-Oriented),46208.4,10.7409168787247,3434435.99,15.0493632751062,77.2,90.32,80.22,56.6,72.4,80.9,60.1,98.3,96.8,68.3,61.6,71.2,69,66.9,63.6,85.4,71,56.9,63.9,92.1,80,72,71.8,70.9,73.3,63.3,73,50,67,79,71,60,67.3,59,84.5,96.6,100,59533,10.9942860596366,26459,2211.7,23211,10.0523815832176,.0952867175046314,1,1,0,98,74,81,82
481,Samsung C&T,2020,Wholesalers,Low Risk,Non-Financial,South Korea,Code Law (Stakeholder-Oriented),31631.5,10.3619087385075,1623895.08,14.3003381917054,66.5,88.42,76.08,53.9,65.8,85.2,69,99.7,100,72.4,49.2,56.1,60,48.8,40.7,75.1,63.6,37.6,53.2,100,57,72.8,66.9,59.9,91.7,72.5,71.6,73,73,69.5,47.1,54.6,55.2,56.9,87.2,83.1,86.2,16580,9.71595242868929,26396,901.1,39700,10.5891064666753,.0226977329974811,1,1,1,85,79,55,70
482,Fomento Económico Mexicano,2020,Beverages,High Risk,Non-Financial,Mexico,Code Law (Stakeholder-Oriented),8329.3,9.02753469801642,1148749.27,13.9541843171785,52.6,71.52,29.97,44.9,48.3,40.1,20.1,17.6,98.1,24.7,44.7,49.3,79,33.2,32,53.2,52.9,31.1,33.1,94.4,28,52.9,51.9,52.4,54.3,62.2,69.5,60,57,56.2,43.3,33.4,46.6,32.9,68.6,68.7,82.8,314656,12.6592352575799,26319,1075.1,33765,10.4271800420089,.0318406634088553,1,1,0,69,61,57,62
483,OMV Group,2020,Energy,High Risk,Non-Financial,Austria,Code Law (Stakeholder-Oriented),48586.8,10.791107168059,386358.83,12.8645218280249,79.6,89.44,86.14,56.6,73.5,91.2,79.6,99.3,99.9,86,61.6,69.7,63.1,77.6,53.4,84.7,65.6,44.7,69.5,82.6,76,81.5,86.2,81.6,76.7,74.6,86.8,57,80,68.2,81.4,58,55.3,55.8,73,65.6,82.8,19845,9.89570736521717,26259,1962.1,45317,10.7214375170109,.0432972173797912,1,1,0,76,71,71,72
484,Adecco Group,2020,"Hotels, Resturants & Leisure",Low Risk,Non-Financial,Switzerland,Code Law (Stakeholder-Oriented),87097,11.3747777190786,740026.24,13.5144409240111,81.5,91.78,82.71,60.4,77.5,93.8,84.8,100,100,90.5,62.4,78.8,67.9,87,71,89.5,76,63.2,80.5,84.3,85,85.7,90.4,88.3,78.3,61.6,84.9,33,67,76.8,89.7,67.1,60.5,70.1,68.8,86.7,89.7,35000,10.4631033404716,26221,813.7,11865,9.38134816886986,.0685798567214496,1,1,0,38,21,32,29
